353449991465993_1093615047449480,"#愛與鐵血2.0(46)第一次覺得被警察靠腰這麼溫暖#沒錢我幫你出好嗎?認同請分享!
#新興分局前金分駐所YouTube連結在這裡➡https://youtu.be/JhMoplV5U9U",20170509,12894,618,375

353449991465993_1090783607732624,"愛與鐵血2.0(45)以死相逼也撼動不了警察執法的決心...#犯罪就是必須面對法律的制裁
#左營分局文自所YouTube連結在這裡👉https://youtu.be/x0x6Hx0csV0",20170505,5989,239,361

353449991465993_1089473597863625,"#愛與鐵血2.0(44)唐伯虎點秋香你一定看過，那
唐伯虎點萬安呢 ? 錯過就只能息影了...#經典打擊樂橋段重現江湖...
#萬安演習做得好，身家性命可自保!!YouTube連結在此👉https://youtu.be/MLWfhDV34gA",20170504,2362,301,60

353449991465993_1088023891341929,"#愛與鐵血2.0(43)每次行動都是戰鬥的開始...#痛擊詐騙首惡絕不輕饒!!
#保大特勤中隊YouTube連結在這裡👉https://youtu.be/PsfxZoAua_I",20170501,11908,614,500

353449991465993_1087921408018844,"別人笑我太瘋癲，我笑他人看不穿；
伯虎今日串華安，期待他日去警局客串呀～去客串！
敬請期待，唐伯虎點_ _",20170501,995,10,12

353449991465993_1085087338302251,"愛與鐵血2.0(42)即使身上滿是泥濘，但拯救性命卻令人感到無比喜悅...#聞聲救苦
#所長給你靠，若不夠還有許多警察弟兄可以拉著你
#岡山分局前鋒所YouTube連結在這裡👉https://youtu.be/E9EMYY4zBsg",20170427,7213,271,253

353449991465993_1083828815094770,"#愛與鐵血2.0(41)警察的五官都是破案的利器...#警界好鼻師除了聞香還能破案
#辛曉琪味道實境MV
#保大特勤",20170425,7996,383,389

353449991465993_1080563295421322,"#愛與鐵血2.0(40)藉故拖延、言詞閃爍，也阻止不了警察追查到底的決心..#知錯能改才是對自己負責任的成熟表現
#新興分局",20170421,7425,242,273

353449991465993_1078845538926431,"#愛與鐵血2.0(39)打擊犯罪，勇警無懼#危機四伏
#岡山分局",20170419,9426,332,268

353449991465993_1074342542710064,"《大高雄警政季刊NO.25期 春季刊🌸》出刊囉!!!
本期精彩內容有:
✔P力雄警團隊的精彩工作表現和破案故事
✔婦幼隊教你如何練武功學防色狼
✔最常見的併排違規停車以及造成車禍的肇事責任
✔警界人才濟濟:漫畫家創Q版前進貓V.S創作吉他手自彈自唱防詐騙
✔港都警暖心小故事如果您喜歡我們的團隊，歡迎您一頁一頁的咀嚼我們的故事
📚提倡環保無紙化，電子書連結在這裡，還有更多精采故事喔❤
http://www.kmph.gov.tw/book25/mobile/index.html#p=1👈#不論春夏秋冬我們都會守護在您的身邊
#春雨綿綿過後我們夏日炎炎見🌞",20170417,1186,33,11

353449991465993_1073597696117882,"#愛與鐵血2.0(38)奮戰追捕嫌犯的精神，值得令人肅然起敬...#警察的值勤安全永遠是第一
#鳳山分局新甲所",20170413,21887,3218,1953

353449991465993_1072747692869549,"安全駕駛是回家唯一的路...#玩命關頭番外篇
#高雄市政府警察局關心您🏠
#圖片轉載自網路笑話",20170411,5349,1157,133

